282,4
283,6
284,6
285,2
286,8
287,2
288,0
289,3
290,6
291,4
292,7
293,4
294,6
295,4
296,8
297,3
298,8
299,2
300,6
301,2
302,6
303,4
304,7
305,2
306,4
307,2
308,8
309,4
310,4
311,2
312,6
313,3
314,4
315,2
316,6
317,2
318,6
319,2
320,0
321,4
322,6
323,8
324,6
325,4
326,10
327,4
328,6
329,8
330,5
331,4
332,10
333,4
334,6
335,6
336,6
337,2
338,8
339,2
340,4
341,6
342,4
343,2
344,8
345,2
346,4
347,6
348,4
349,2
350,6
351,2
352,0
353,2
354,4
355,2
356,4
357,2
358,4
359,2
360,4
361,2
362,4
363,1
364,4
365,2
366,4
367,2
368,4
369,2
370,4
371,2
372,4
373,2
374,2
375,2
376,4
377,2
378,4
379,2
380,4
381,2
382,4
383,2
384,0
385,6
386,8
387,7
388,8
389,10
390,8
391,8
392,8
393,6
394,10
395,4
396,7
397,4
398,8
399,8
400,6
401,2
402,6
403,2
404,8
405,6
406,4
407,2
408,6
409,6
410,4
411,3
412,6
413,2
414,6
415,2
416,0
417,2
418,4
419,2
420,4
421,2
422,4
423,2
424,4
425,2
426,4
427,2
428,4
429,1
430,4
431,2
432,4
433,2
434,4
435,2
436,4
437,2
438,4
439,2
440,4
441,2
442,2
443,2
444,4
445,2
446,4
447,2
448,0
449,4
450,6
451,6
452,6
453,4
454,8
455,2
456,6
457,6
458,6
459,4
460,8
461,4
462,3
463,6
464,6
465,2
466,6
467,2
468,4
469,2
470,4
471,2
472,6
473,2
474,4
475,4
476,2
477,2
478,6
479,2
480,0
481,4
482,8
483,4
484,10
485,4
486,8
487,4
488,10
489,4
490,6
491,2
492,8
493,2
494,6
495,3
496,8
497,2
498,6
499,2
500,6
501,2
502,4
503,2
504,6
505,2
506,4
507,2
508,6
509,2
510,4
511,2
512,0
513,5
514,6
515,8
516,5
517,6
518,8
519,6
520,4
521,7
522,6
523,4
524,6
525,4
526,6
527,8
528,3
529,2
530,6
531,2
532,4
533,6
534,4
535,2
536,4
537,3
538,4
539,4
540,4
541,2
542,6
543,2
544,0
545,2
546,2
547,2
548,2
549,2
550,2
551,2
552,2
553,2
554,2
555,2
556,2
557,2
558,2
559,2
560,2
561,1
562,2
563,2
564,2
565,2
566,2
567,2
568,2
569,2
570,2
571,2
572,2
573,2
574,2
575,2
576,0
577,6
578,7
579,6
580,8
581,8
582,6
583,6
584,7
585,4
586,8
587,4
588,6
589,4
590,6
591,6
592,6
593,2
594,3
595,2
596,6
597,4
598,2
599,2
600,4
601,4
602,2
603,2
604,4
605,2
606,4
607,2
608,0
609,2
610,2
611,2
612,2
613,2
614,2
615,2
616,2
617,2
618,2
619,2
620,2
621,2
622,2
623,2
624,2
625,2
626,2
627,1
628,2
629,2
630,2
631,2
632,2
633,2
634,2
635,2
636,2
637,2
638,2
639,2
640,0
641,6
642,6
643,10
644,6
645,5
646,10
647,6
648,6
649,8
650,4
651,4
652,8
653,4
654,4
655,6
656,4
657,2
658,6
659,2
660,3
661,6
662,2
663,2
664,6
665,2
666,2
667,4
668,2
669,2
670,4
671,2
672,0
673,4
674,6
675,4
676,8
677,4
678,6
679,2
680,8
681,4
682,6
683,2
684,6
685,2
686,2
687,2
688,6
689,2
690,4
691,2
692,6
693,1
694,2
695,2
696,4
697,2
698,2
699,2
700,2
701,2
702,2
703,2
704,0
705,4
706,4
707,4
708,4
709,4
710,4
711,4
712,4
713,4
714,4
715,2
716,4
717,4
718,4
719,4
720,4
721,2
722,2
723,2
724,2
725,2
726,1
727,2
728,2
729,2
730,2
731,2
732,2
733,2
734,2
735,2
736,0
737,2
738,2
739,2
740,2
741,2
742,2
743,2
744,2
745,2
746,2
747,2
748,2
749,2
750,2
751,2
752,2
753,2
754,2
755,2
756,2
757,2
758,2
759,1
760,2
761,2
762,2
763,2
764,2
765,2
766,2
767,2
768,0
769,8
770,8
771,8
772,8
773,10
774,7
775,8
776,6
777,6
778,8
779,4
780,6
781,4
782,6
783,6
784,4
785,2
786,4
787,2
788,6
789,4
790,2
791,2
792,3
793,4
794,2
795,2
796,4
797,2
798,2
799,2
800,0
801,3
802,4
803,4
804,5
805,2
806,6
807,2
808,4
809,3
810,2
811,2
812,6
813,2
814,2
815,2
816,3
817,2
818,4
819,2
820,2
821,2
822,2
823,2
824,4
825,1
826,2
827,2
828,2
829,2
830,2
831,2
832,0
833,4
834,4
835,4
836,4
837,4
838,4
839,4
840,4
841,4
842,4
843,4
844,4
845,2
846,4
847,4
848,4
849,2
850,2
851,2
852,2
853,2
854,2
855,2
856,2
857,2
858,1
859,2
860,2
861,2
862,2
863,2
864,0
865,4
866,6
867,3
868,6
869,4
870,4
871,4
872,6
873,2
874,6
875,2
876,3
877,2
878,4
879,2
880,4
881,2
882,2
883,2
884,4
885,2
886,2
887,2
888,2
889,2
890,2
891,1
892,2
893,2
894,2
895,2
896,0
897,6
898,6
899,8
900,6
901,6
902,8
903,3
904,6
905,6
906,4
907,4
908,6
909,4
910,2
911,6
912,4
913,2
914,4
915,2
916,2
917,2
918,2
919,2
920,4
921,2
922,2
923,2
924,1
925,2
926,2
927,2
928,0
929,2
930,2
931,2
932,2
933,2
934,2
935,2
936,2
937,2
938,2
939,2
940,2
941,2
942,2
943,2
944,2
945,2
946,2
947,2
948,2
949,2
950,2
951,2
952,2
953,2
954,2
955,2
956,2
957,1
958,2
959,2
960,0
961,8
962,10
963,8
964,10
965,6
966,8
967,6
968,8
969,6
970,6
971,4
972,6
973,4
974,6
975,4
976,6
977,2
978,4
979,2
980,4
981,2
982,2
983,2
984,2
985,2
986,2
987,2
988,2
989,2
990,1
991,2
992,0
993,2
994,2
995,2
996,2
997,2
998,2
999,2
1000,2
1001,2
1002,2
1003,2
1004,2
1005,2
1006,2
1007,2
1008,2
1009,2
1010,2
1011,2
1012,2
1013,2
1014,2
1015,2
1016,2
1017,2
1018,2
1019,2
1020,2
1021,2
1022,2
1023,1
